"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","Department","salary","left"
"11540",0.74,0.49,4,233,3,0,0,8,3,"0"
"4548",0.79,0.65,5,228,3,0,1,10,3,"0"
"7104.1",0.56,0.78,3,200,2,0,0,9,3,"0"
"3474",0.13,0.91,4,175,5,0,0,10,2,"0"
"11565",0.66,0.5,3,139,10,1,0,8,2,"0"
"4249",0.52,0.47,6,141,5,1,0,9,2,"0"
"14143",0.8,0.93,3,225,4,0,0,6,2,"0"
"11448",0.52,0.52,4,168,3,0,0,6,3,"0"
"2297",0.52,0.53,2,163,2,0,0,5,2,"0"
"6683",0.18,0.46,4,249,4,0,0,10,2,"0"
"6737",0.98,0.57,3,229,3,0,0,8,2,"0"
"7603",0.98,0.85,4,178,3,0,0,9,3,"0"
"6873",0.66,0.86,4,112,6,0,0,1,3,"0"
"2995",0.64,0.96,4,152,5,0,0,8,3,"0"
"2860",0.55,0.77,3,237,2,0,0,2,2,"0"
"13532",0.57,0.82,4,269,2,0,0,10,3,"0"
"7312",0.64,0.89,4,146,3,0,0,10,2,"0"
"7811",0.84,0.65,3,269,2,0,0,8,2,"0"
"8788",0.89,0.51,4,141,3,0,0,8,2,"0"
"8235",0.94,0.8,5,245,3,1,0,6,3,"0"
"10548",0.18,0.48,4,240,4,0,0,8,3,"0"
"4130",0.6,0.56,4,260,3,0,0,5,1,"0"
"7265",0.23,0.94,4,142,4,0,0,8,3,"0"
"9641",0.64,0.55,3,201,2,0,0,8,2,"0"
"3309",0.42,0.74,6,218,6,0,0,8,3,"0"
"4628",0.17,0.83,6,195,5,0,0,9,1,"0"
"8950",0.88,0.7,4,146,4,0,0,8,2,"0"
"2760",0.89,0.69,3,173,3,0,0,8,3,"0"
"11515",0.39,0.52,2,102,8,0,0,10,3,"0"
"10340",0.14,0.76,5,215,4,0,0,10,2,"0"
"11732",0.77,0.82,4,134,3,0,1,8,2,"0"
"4170",0.43,0.9,5,282,5,0,0,9,2,"0"
"2956",0.88,0.59,5,230,3,0,0,9,3,"0"
"4151",0.77,0.76,2,216,3,1,0,1,3,"0"
"5709",0.86,0.89,4,136,4,0,0,10,3,"0"
"3534",0.66,0.48,4,229,4,0,0,8,3,"0"
"7354",0.98,0.69,3,152,2,0,0,8,3,"0"
"6365",0.73,0.54,3,283,6,0,0,1,3,"0"
"2323",0.77,0.93,4,171,2,0,0,2,3,"0"
"5329",0.84,0.91,3,199,4,0,0,3,3,"0"
"9922.1",0.23,0.74,5,120,4,0,0,1,1,"0"
"4904",0.94,0.86,3,223,4,0,0,8,3,"0"
"13417.1",0.77,0.89,4,153,7,0,0,8,3,"0"
"9529",0.27,0.85,2,277,6,1,0,3,2,"0"
"3550",0.86,0.51,4,152,3,0,0,10,2,"0"
"11290",0.98,0.55,3,166,6,1,0,8,3,"0"
"3276",0.6,0.8,4,146,2,0,0,6,3,"0"
"3165",0.15,0.93,4,185,5,0,0,2,2,"0"
"9904",0.73,0.87,4,263,2,0,0,9,2,"0"
"6526",0.75,0.85,4,272,4,0,0,10,1,"0"
"9869",0.69,0.98,3,261,4,0,0,8,3,"0"
"7913",0.46,0.6,4,119,5,0,0,9,3,"0"
"11038",0.72,0.85,5,237,4,0,0,1,2,"0"
"5214",0.17,0.91,2,271,4,0,0,8,3,"0"
"2722",0.24,0.62,5,169,4,0,0,9,3,"0"
"9248",0.97,0.96,3,212,3,0,0,8,2,"0"
"9993",0.37,0.85,2,185,3,0,0,6,2,"0"
"9151",0.88,0.55,5,168,2,0,0,6,3,"0"
"11435",0.78,0.96,3,202,4,1,0,5,3,"0"
"5401",0.33,0.82,2,114,5,0,0,10,1,"0"
"7981",0.63,0.58,4,236,2,0,0,10,1,"0"
"9619",0.72,0.57,3,203,2,1,0,5,3,"0"
"8988",0.89,1,4,226,2,1,0,10,2,"0"
"4288",0.56,0.66,5,155,2,0,0,8,3,"0"
"6537",0.68,0.57,3,197,3,1,0,9,3,"0"
"7191",0.56,0.96,3,244,3,0,0,8,3,"0"
"8794",0.65,0.91,3,207,3,0,0,8,2,"0"
"11020",0.78,0.96,2,285,3,0,0,8,1,"0"
"11681",0.59,0.69,3,200,3,0,0,8,2,"0"
"7478",0.49,0.6,3,191,3,1,0,7,1,"0"
"11053",0.54,0.53,4,158,2,0,0,10,3,"0"
"9019",0.94,0.61,4,199,3,0,0,8,2,"0"
"5214.1",0.17,0.91,2,271,4,0,0,8,3,"0"
"8797",0.96,0.9,4,201,3,0,0,8,2,"0"
"9257",0.83,0.84,2,149,3,0,0,8,2,"0"
"3452",0.72,0.95,4,216,3,0,0,8,2,"0"
"6381",0.6,0.63,5,267,3,0,0,9,2,"0"
"11666",0.96,0.85,4,173,3,0,0,5,1,"0"
"8316",0.33,0.77,3,216,3,0,0,7,1,"0"
"6137",0.52,0.72,2,247,4,0,0,1,3,"0"
"13924",0.75,0.66,5,234,2,0,0,4,1,"0"
"8106",0.58,0.85,4,162,3,0,0,8,3,"0"
"8960",0.32,0.67,5,224,4,1,0,1,3,"0"
"11894",0.74,0.79,5,121,5,0,1,4,1,"0"
"6323",0.26,0.39,3,99,4,0,0,3,3,"0"
"6665",0.56,0.51,4,140,2,0,0,8,2,"0"
"9435",0.81,0.44,4,166,4,1,0,9,2,"0"
"4695",0.76,0.72,3,242,5,1,0,10,3,"0"
"5660",0.93,0.82,5,272,3,0,0,8,1,"0"
"9552",0.86,0.91,4,234,3,1,0,8,3,"0"
"3384",0.54,0.98,3,217,3,0,0,8,3,"0"
"6306",0.88,0.9,2,233,3,0,0,9,2,"0"
"10274",1,0.75,3,237,3,0,0,10,1,"0"
"3830.1",0.83,0.86,3,165,3,0,0,8,2,"0"
"6556",0.19,0.8,5,203,6,0,0,6,3,"0"
"10306",0.13,0.48,3,210,3,0,0,8,1,"0"
"14160",0.95,0.66,5,192,3,0,0,5,3,"0"
"9173",0.29,0.43,6,175,3,0,0,8,2,"0"
"12898",0.62,0.95,4,140,2,0,0,1,2,"0"
"10860",0.73,0.69,3,228,2,0,1,8,3,"0"
"13616",0.69,0.58,4,149,3,0,1,5,3,"0"
"2412",0.61,0.62,4,140,3,1,0,9,3,"0"
"3088",0.17,0.76,4,280,5,0,0,2,2,"0"
"6864",0.65,0.97,3,171,3,0,0,3,3,"0"
"11539",0.17,0.66,6,224,3,0,0,8,3,"0"
"2120",0.5,0.95,5,207,3,0,0,10,2,"0"
"2621",0.55,0.72,5,232,4,0,0,8,2,"0"
"7338",0.77,0.72,4,223,3,0,0,8,3,"0"
"12948",0.87,0.93,3,173,2,0,0,9,2,"0"
"4402",0.6,0.72,4,267,4,0,0,9,2,"0"
"4526",0.91,0.49,6,272,6,0,0,8,2,"0"
"10186",0.96,0.8,5,195,4,1,0,2,2,"0"
"11813",0.82,0.49,5,210,3,0,0,4,1,"0"
"4434",0.54,0.81,5,195,4,0,0,4,3,"0"
"9864",0.84,0.98,4,246,3,0,0,8,3,"0"
"10004",0.16,0.7,6,246,4,0,0,9,3,"0"
"5586",0.86,0.77,5,230,2,0,0,8,3,"0"
"4678",0.58,0.75,4,253,2,0,0,8,2,"0"
"6761",0.94,0.6,5,278,2,0,0,10,2,"0"
"6396",0.84,0.52,5,189,2,1,0,3,2,"0"
"8292",0.76,0.97,4,219,2,0,0,9,3,"0"
"6397",0.64,0.5,4,189,3,0,0,3,3,"0"
"11780",0.79,0.61,4,173,2,0,0,6,2,"0"
"4636",0.91,0.81,3,220,3,1,0,9,2,"0"
"9143",0.48,0.94,3,173,2,0,0,4,2,"0"
"5815",0.76,0.65,4,195,3,0,0,8,2,"0"
"4767",0.88,0.83,4,163,3,0,0,2,2,"0"
"4748",0.78,0.58,3,224,2,0,0,8,3,"0"
"2517.1",0.84,0.87,3,271,3,0,0,5,2,"0"
"13512",0.77,0.76,6,263,6,0,0,8,2,"0"
"5543",0.81,0.77,5,249,2,0,0,9,2,"0"
"2088",0.52,0.66,4,139,3,0,0,8,2,"0"
"5123",0.67,0.71,5,265,2,0,1,8,3,"0"
"3448",0.58,0.72,5,234,3,1,0,8,2,"0"
"10824",0.7,0.87,3,166,2,0,0,3,3,"0"
"6155",0.73,0.8,4,251,2,1,0,9,2,"0"
"10581",0.82,0.49,4,276,4,0,0,9,2,"0"
"13847",0.59,0.73,4,247,10,0,0,4,1,"0"
"13566",0.62,0.97,2,271,3,0,0,8,2,"0"
"3215",0.93,0.94,4,156,3,1,0,5,2,"0"
"10123",0.35,0.54,3,128,3,0,0,9,3,"0"
"4331",0.67,0.6,4,210,3,0,0,9,2,"0"
"3086",0.63,0.76,4,245,3,0,0,2,2,"0"
"7524",0.48,0.79,3,180,2,0,0,10,3,"0"
"5897",0.94,0.88,3,270,3,0,0,8,3,"0"
"14145",0.95,0.99,5,251,4,0,0,6,2,"0"
"9921.1",0.54,0.83,3,201,3,0,0,1,1,"0"
"9443",0.99,0.92,4,212,3,0,0,9,2,"0"
"13531",0.78,0.77,3,244,2,0,0,10,3,"0"
"13526",0.66,0.59,4,179,3,0,0,10,2,"0"
"9656",0.6,0.72,3,181,2,0,0,10,3,"0"
"13984",0.84,0.5,4,178,2,0,0,8,2,"0"
"8768",0.89,0.9,3,231,3,0,0,3,3,"0"
"10845",0.51,0.86,4,260,3,1,0,5,2,"0"
"4617",0.65,0.53,5,205,3,1,0,10,3,"0"
"2648",0.93,0.68,4,196,2,1,0,9,2,"0"
"11557",0.56,0.79,5,248,3,0,0,8,3,"0"
"13743",0.67,0.72,2,134,10,0,0,4,1,"0"
"4146",0.54,0.67,2,129,3,1,0,8,2,"0"
"14018",0.64,0.94,4,210,3,0,0,6,2,"0"
"10090",0.75,0.53,3,166,3,0,0,8,1,"0"
"8138",0.99,0.52,4,205,2,0,0,9,2,"0"
"7453",0.74,0.56,3,125,6,0,0,9,3,"0"
"13560",0.14,0.76,4,142,10,0,0,4,1,"0"
"8850",0.97,0.48,4,221,3,0,0,7,3,"0"
"3255",0.57,0.54,5,216,3,0,0,9,3,"0"
"3538.1",0.93,0.92,3,205,3,0,0,8,3,"0"
"4312",0.62,0.51,3,222,3,1,0,10,3,"0"
"6119.1",0.15,0.87,4,194,4,0,0,8,2,"0"
"3450",0.99,0.37,5,155,3,0,0,8,2,"0"
"3134",0.35,0.69,3,141,2,1,0,9,2,"0"
"3627",0.71,0.8,3,182,2,1,0,10,2,"0"
"5529",0.79,0.71,4,222,3,0,1,2,1,"0"
"5932",0.66,0.56,3,169,2,1,0,9,3,"0"
"5669.1",0.77,0.55,3,225,3,0,0,8,3,"0"
"5548",0.48,0.8,5,235,2,0,0,9,3,"0"
"14164",0.52,0.62,5,239,2,0,0,8,3,"0"
"2508",0.93,0.97,3,256,2,1,0,6,2,"0"
"7975",0.64,0.99,3,167,2,0,0,10,2,"0"
"5601",0.22,0.58,2,255,5,0,0,8,3,"0"
"9478",0.18,0.48,4,176,4,1,0,8,2,"0"
"10702",0.22,0.61,3,148,5,0,0,8,3,"0"
"6056",0.35,0.67,2,171,3,0,0,8,3,"0"
"3766",0.94,0.57,4,251,2,1,0,8,3,"0"
"2077",0.51,0.69,3,212,3,0,0,8,2,"0"
"9881",0.51,0.5,4,246,3,0,0,2,2,"0"
"4736",0.24,0.65,6,275,5,1,1,9,3,"0"
"13980",0.8,0.84,4,242,2,1,0,5,2,"0"
"7174",1,0.61,5,264,3,0,0,7,3,"0"
"3902",0.73,0.78,5,150,3,0,0,8,2,"0"
"8762",0.12,0.95,3,236,3,0,0,10,3,"0"
"8588",0.94,0.84,5,203,3,0,0,10,2,"0"
"6396.1",0.84,0.52,5,189,2,1,0,3,2,"0"
"3803",0.95,0.87,3,208,2,0,0,3,1,"0"
"10982",0.75,0.78,2,259,3,0,0,6,2,"0"
"2059",0.63,0.66,4,237,2,1,0,7,3,"0"
"2776",0.5,0.95,5,194,3,0,0,8,2,"0"
"11685",0.69,0.85,3,153,10,0,0,9,3,"0"
"2954",0.67,0.7,5,159,3,1,0,9,3,"0"
"8252",0.53,0.74,3,135,2,0,0,5,2,"0"
"3671",0.49,0.92,5,176,3,0,0,5,2,"0"
"10198",0.5,0.4,2,108,2,0,0,10,3,"0"
"2927",0.82,0.84,3,139,2,1,0,8,2,"0"
"5455",0.41,0.47,6,171,2,0,0,10,2,"0"
"7138",0.75,0.63,4,268,3,0,0,10,3,"0"
"4671",0.94,0.55,5,231,2,0,0,8,3,"0"
"4354.1",0.72,0.74,3,187,2,0,0,8,3,"0"
"4831",0.53,0.64,2,177,4,0,0,8,2,"0"
"10015",0.99,0.59,5,263,3,0,0,8,1,"0"
"7204.1",0.66,0.9,3,250,2,0,0,8,2,"0"
"9778",0.78,0.71,4,216,2,0,0,5,3,"0"
"10738",0.7,0.95,4,231,3,0,0,9,3,"0"
"14124",0.91,0.82,2,241,3,0,0,8,3,"0"
"6371",0.55,0.59,4,230,3,0,0,10,2,"0"
"3456",0.59,0.81,4,173,2,0,0,8,3,"0"
"10844",0.95,0.62,4,150,2,0,0,4,2,"0"
"7325",0.89,0.55,3,260,2,0,0,7,2,"0"
"13543",0.86,0.61,4,193,2,0,0,9,1,"0"
"13414",0.17,0.57,4,116,3,0,0,8,3,"0"
"9781",0.82,0.74,3,163,2,0,0,8,1,"0"
"13494",0.61,0.42,2,103,8,0,0,5,3,"0"
"3190",0.97,0.85,4,219,3,0,0,10,3,"0"
"7139.1",0.8,0.98,3,209,3,0,0,10,3,"0"
"9792",0.78,0.63,4,181,2,0,0,8,3,"0"
"5379",0.84,0.5,5,195,3,0,0,10,2,"0"
"11820",0.61,0.61,4,246,2,0,0,1,2,"0"
"5788",0.16,0.8,4,140,5,1,0,3,3,"0"
"11332",0.86,0.61,4,193,2,0,0,9,1,"0"
"12930",0.96,0.49,5,137,3,0,0,2,3,"0"
"2639.1",0.69,0.61,5,229,3,0,0,10,3,"0"
"11364",0.57,0.6,2,163,3,0,0,8,3,"0"
"6598",0.9,0.97,4,239,4,0,0,10,3,"0"
"10957",0.69,0.53,3,153,3,0,0,10,2,"0"
"7743",0.89,0.79,4,152,3,0,0,2,2,"0"
"5482",0.89,0.87,4,209,2,0,0,3,3,"0"
"5429",0.57,0.43,3,167,3,0,0,8,3,"0"
"6908",0.69,0.81,5,217,2,0,0,10,3,"0"
"11796",0.97,0.61,4,262,3,1,1,5,3,"0"
"6138",0.92,0.5,5,258,3,0,0,2,3,"0"
"7267",0.95,0.58,4,188,3,0,0,8,2,"0"
"6809",0.72,0.99,4,156,2,1,0,8,2,"0"
"10576",0.59,0.73,2,230,3,0,0,10,2,"0"
"8303",0.29,0.4,6,205,3,0,0,10,3,"0"
"8818",0.73,0.64,3,202,4,0,0,10,1,"0"
"6000",0.78,0.98,4,260,3,0,0,10,2,"0"
"10402",0.99,0.9,4,175,3,1,0,8,1,"0"
"8890",0.2,0.75,3,235,4,0,0,10,1,"0"
"13896",0.69,0.85,3,153,10,0,0,9,3,"0"
"7156",0.56,0.78,4,193,2,1,0,9,2,"0"
"8571",0.64,0.64,4,242,3,0,0,8,3,"0"
"9611",0.57,0.66,4,151,2,0,0,6,2,"0"
"6350",0.34,0.81,4,116,3,1,0,8,2,"0"
"5784",0.98,1,5,150,3,0,0,10,3,"0"
"9071",0.9,0.83,3,151,3,0,0,3,2,"0"
"3645",0.73,0.96,2,151,3,0,0,10,3,"0"
"13401",0.48,0.67,3,183,2,0,0,10,2,"0"
"2602",0.76,0.8,5,229,2,0,0,5,3,"0"
"11395.1",0.14,0.79,5,271,4,0,0,4,1,"0"
"6321.1",0.64,0.81,2,226,2,0,0,3,3,"0"
"2946",0.72,0.98,5,197,4,0,0,10,2,"0"
"7381",0.69,0.8,5,203,2,1,0,9,1,"0"
"5607.1",0.66,0.92,4,239,3,0,0,2,3,"0"
"2209",0.6,0.89,3,167,4,0,0,7,3,"0"
"5062",0.9,0.85,3,253,3,0,0,8,3,"0"
"13108",0.69,0.74,5,227,2,0,0,10,3,"0"
"2716",0.93,0.97,4,158,3,1,0,10,3,"0"
"4977",0.73,0.53,3,205,2,0,0,8,3,"0"
"4675",0.74,0.76,5,255,4,0,0,8,3,"0"
"10107",0.64,0.74,4,157,4,0,0,1,2,"0"
"11348",0.69,0.72,4,185,10,1,0,4,1,"0"
"3070",0.98,0.57,3,198,3,0,0,8,3,"0"
"13736",0.81,0.47,4,153,7,0,0,6,2,"0"
"11814",0.39,0.91,2,212,2,0,0,4,1,"0"
"9563",0.76,0.74,3,173,2,0,0,8,2,"0"
"8036",0.75,0.71,4,205,3,0,0,8,3,"0"
"7254",0.94,0.58,4,159,3,0,0,8,3,"0"
"4499",0.85,0.58,4,143,6,1,0,3,3,"0"
"5712",0.68,0.96,4,255,3,0,0,3,3,"0"
"3995",0.63,0.98,4,160,2,0,0,8,3,"0"
"6550",0.92,0.91,4,247,3,0,0,3,2,"0"
"11735",0.53,0.59,4,259,3,0,0,8,2,"0"
"9452",0.96,0.58,5,178,3,0,0,3,2,"0"
"7601",0.73,0.99,4,152,4,0,0,10,3,"0"
"3083",0.38,0.81,5,128,3,1,0,1,2,"0"
"6824",0.5,0.61,4,135,3,0,0,1,3,"0"
"4059",0.84,0.36,6,256,5,0,0,8,2,"0"
"11772",0.65,0.4,5,125,4,0,0,8,2,"0"
"5438",0.58,0.72,4,170,2,0,0,8,3,"0"
"13409",0.5,0.48,4,130,10,0,0,8,1,"0"
"7383",0.54,0.71,5,253,2,1,0,9,1,"0"
"11051",0.72,0.54,4,219,2,0,0,10,3,"0"
"2605",0.85,0.78,4,251,3,0,0,8,3,"0"
"14006",0.61,0.89,4,242,2,0,0,4,3,"0"
"11770",0.73,0.72,4,233,2,0,0,8,2,"0"
"4288.1",0.56,0.66,5,155,2,0,0,8,3,"0"
"8768.1",0.89,0.9,3,231,3,0,0,3,3,"0"
"11492",0.61,0.88,5,146,7,1,0,5,2,"0"
"4600",0.49,0.56,4,260,6,0,0,8,2,"0"
"3070.1",0.98,0.57,3,198,3,0,0,8,3,"0"
"6762",0.56,0.97,3,270,3,1,0,10,3,"0"
"6459",0.67,0.76,5,181,3,0,0,9,1,"0"
"7593",0.71,0.65,4,239,3,0,0,10,2,"0"
"10140",0.85,0.77,4,264,3,0,0,3,2,"0"
"11571",0.92,0.68,4,178,3,0,0,6,2,"0"
"7302",0.52,0.63,3,230,2,0,0,9,3,"0"
"5351",0.45,0.72,4,149,3,0,0,5,2,"0"
"5196",0.52,0.78,4,237,3,0,0,5,2,"0"
"6260",0.91,0.68,4,178,3,1,0,8,3,"0"
"5361",0.74,0.97,3,239,4,1,0,8,3,"0"
"7963",0.74,0.54,4,167,2,0,0,8,3,"0"
"2772",0.98,0.63,3,285,6,0,0,8,2,"0"
"6293",0.2,0.56,3,217,5,0,0,2,3,"0"
"8691",0.4,0.79,5,181,5,0,0,3,3,"0"
"4452",0.87,0.68,5,187,3,0,0,8,2,"0"
"8898",0.54,0.71,3,153,3,0,0,10,2,"0"
"9967",0.74,0.82,5,154,2,0,0,10,3,"0"
"7791",0.28,0.66,3,184,2,0,0,5,2,"0"
"10376.1",0.48,0.72,4,186,3,0,0,7,2,"0"
"8606",0.48,0.43,3,96,3,0,0,9,2,"0"
"12849",0.5,0.64,3,257,2,1,0,1,1,"0"
"8391",0.69,0.92,5,220,2,0,0,6,3,"0"
"10995",0.61,0.86,3,239,3,0,0,3,2,"0"
"4177",0.53,0.86,3,150,3,0,0,9,2,"0"
"10560",0.49,0.5,5,170,2,0,0,8,3,"0"
"8257",0.66,0.65,4,154,3,0,0,8,3,"0"
"9552.1",0.86,0.91,4,234,3,1,0,8,3,"0"
"9313",0.59,0.75,4,266,3,0,0,1,3,"0"
"6438",0.53,0.63,4,259,2,0,0,8,3,"0"
"6068",0.66,0.61,3,156,3,1,0,10,3,"0"
"9913",0.69,0.66,3,206,2,0,0,3,2,"0"
"4429",0.54,0.49,2,155,2,1,0,5,3,"0"
"13085",0.62,0.71,4,268,3,0,0,10,2,"0"
"11409",0.69,0.59,4,264,3,0,0,8,3,"0"
"11834.1",0.7,0.83,5,241,2,0,0,8,3,"0"
"11133",0.43,0.74,4,129,6,0,0,2,3,"0"
"4666",0.63,0.93,3,236,4,0,0,8,1,"0"
"13217",0.19,0.83,5,280,4,0,0,7,2,"0"
"8084",0.58,0.53,3,287,5,0,0,3,2,"0"
"3104",0.99,0.75,4,208,2,0,0,9,3,"0"
"7576",0.17,0.71,5,257,4,1,0,8,3,"0"
"4916",0.65,0.78,4,238,5,1,0,2,2,"0"
"12949",0.7,0.95,4,231,3,0,0,9,3,"0"
"10167",0.55,0.83,3,157,2,0,0,8,3,"0"
"7469",0.65,0.96,2,246,2,1,0,3,2,"0"
"8376",0.83,0.99,3,226,3,0,0,9,3,"0"
"4405",0.54,0.81,4,257,2,0,0,9,2,"0"
"5546",0.21,0.92,2,211,2,0,0,9,3,"0"
"3254",0.95,0.78,4,225,2,0,0,9,3,"0"
"13311",0.61,0.9,2,142,3,0,0,5,1,"0"
"13969",0.73,0.78,3,262,7,1,1,4,1,"0"
"10869.1",0.43,0.71,3,186,2,0,0,1,3,"0"
"7728",0.61,0.47,2,149,3,0,0,8,3,"0"
"13219",0.49,0.67,2,190,8,0,0,5,3,"0"
"8428",0.55,0.51,3,192,3,0,0,1,3,"0"
"5713",0.81,0.69,5,109,2,0,0,3,1,"0"
"5936",0.87,0.57,4,231,4,0,0,10,3,"0"
"6459.1",0.67,0.76,5,181,3,0,0,9,1,"0"
"2386",0.9,0.67,3,179,2,0,0,8,2,"0"
"2350",0.67,0.67,4,192,4,0,0,3,2,"0"
"8863",0.25,0.96,6,217,4,0,0,5,2,"0"
"11532",0.67,0.72,2,134,10,0,0,4,1,"0"
"13987",0.66,0.72,4,271,3,0,0,8,2,"0"
"12958",0.87,0.64,5,234,2,1,0,3,3,"0"
"11268",0.7,0.62,3,110,3,0,0,6,2,"0"
"5652",0.15,0.76,4,255,6,0,0,1,2,"0"
"6134",0.59,0.58,2,267,3,0,0,8,3,"0"
"8400.1",0.71,0.72,4,177,3,0,0,1,2,"0"
"7653",0.97,0.67,3,169,2,1,0,8,3,"0"
"9691",0.99,0.54,3,247,3,0,0,7,3,"0"
"5490",0.76,0.76,5,175,3,0,0,3,2,"0"
"11604",0.69,0.86,5,195,6,0,0,4,1,"0"
"6274",0.63,0.82,3,269,3,0,0,8,2,"0"
"13119",0.18,0.9,4,282,4,0,0,6,3,"0"
"7057",0.91,1,6,242,3,1,0,2,3,"0"
"4803",0.95,0.53,4,263,3,0,0,3,2,"0"
"3717",0.54,0.61,4,151,4,1,0,9,3,"0"
"5625",0.62,0.75,3,180,3,0,0,9,3,"0"
"8453",0.91,0.52,3,256,2,0,0,9,1,"0"
"13388",0.65,1,4,229,4,0,0,6,2,"0"
"6833",0.76,0.55,4,250,3,0,0,10,3,"0"
"10658",0.81,0.86,4,213,3,0,0,9,2,"0"
"8169",0.8,0.82,3,218,3,0,0,8,2,"0"
"5876",0.8,0.99,6,178,5,0,0,7,2,"0"
"11704",0.59,0.6,3,214,2,1,0,6,2,"0"
"4444",0.62,0.57,3,174,2,0,0,8,2,"0"
"6269",0.96,0.51,4,237,3,0,0,8,2,"0"
"4411",0.83,0.85,4,261,3,0,0,10,2,"0"
"6636",0.45,0.41,3,216,6,1,0,7,3,"0"
"7184",0.91,0.58,3,257,3,0,0,5,3,"0"
"8629",0.84,0.73,5,230,4,1,0,1,2,"0"
"13908",0.73,0.94,3,177,3,0,0,10,2,"0"
"13836",0.77,0.48,5,262,7,0,0,3,3,"0"
"5393.1",0.89,0.63,3,268,3,0,0,9,3,"0"
"3129",0.12,0.93,6,257,6,1,0,7,2,"0"
"11605.1",0.5,0.49,4,222,3,0,0,4,1,"0"
"3159",0.63,0.64,3,174,2,0,0,1,3,"0"
"13115",0.8,0.62,5,190,4,1,0,3,3,"0"
"10864",0.5,0.77,4,180,3,0,0,8,3,"0"
"13528",0.66,0.81,3,174,3,0,0,10,2,"0"
"13460",0.72,0.8,3,222,3,0,0,3,3,"0"
"3822",0.87,0.74,4,265,4,0,0,5,3,"0"
"3917",0.25,0.97,3,158,3,0,0,8,2,"0"
"6656",0.95,0.49,4,178,2,0,0,8,2,"0"
"10329",0.65,0.72,3,248,4,0,0,8,3,"0"
"8997",0.78,0.74,4,261,3,1,0,6,3,"0"
"13313",0.16,0.61,6,269,2,0,0,1,1,"0"
"10661",0.83,0.74,4,249,2,0,0,9,3,"0"
"6417",0.39,0.43,3,154,3,0,0,5,2,"0"
"13255",0.61,0.83,4,153,2,0,0,10,2,"0"
"6101",0.97,0.89,5,265,2,0,0,3,2,"0"
"13022",0.68,0.76,3,260,4,0,0,9,2,"0"
"13401.1",0.48,0.67,3,183,2,0,0,10,2,"0"
"13624",0.5,1,4,258,3,0,0,8,3,"0"
"13686",0.77,0.65,3,156,4,0,0,6,3,"0"
"5921",0.81,0.62,4,255,4,1,0,10,2,"0"
"11071",0.86,0.91,4,253,3,0,0,3,2,"0"
"4975",0.14,0.81,4,138,3,1,0,8,1,"0"
"12856",0.22,0.54,6,169,4,0,0,10,2,"0"
"3401",0.98,0.6,2,249,3,0,0,10,2,"0"
"6174",0.63,0.85,3,151,4,1,0,6,3,"0"
"8174",0.79,0.99,4,183,2,0,0,5,2,"0"
"13277",0.43,0.96,3,109,6,0,0,10,2,"0"
"13538",0.82,0.71,3,150,3,0,0,9,3,"0"
"7175",0.67,0.54,5,157,2,0,0,7,3,"0"
"13631",0.64,0.66,5,157,2,0,0,6,2,"0"
"4695.1",0.76,0.72,3,242,5,1,0,10,3,"0"
"9273.1",0.95,0.51,3,254,4,0,0,10,3,"0"
"6647.1",0.49,0.56,5,202,2,0,0,5,3,"0"
"10868",0.8,0.72,4,173,3,0,0,1,2,"0"
"11885",0.61,0.49,3,275,2,0,0,6,2,"0"
"4937",0.68,0.44,5,152,5,0,0,9,2,"0"
"14105",0.74,0.79,5,121,5,0,1,4,1,"0"
"8680",0.95,0.9,3,259,2,0,0,9,2,"0"
"13821",0.88,0.58,3,145,8,0,0,8,2,"0"
"5487",0.52,0.88,4,155,3,1,0,6,2,"0"
"6109",0.62,0.79,3,141,3,0,0,1,2,"0"
"5276",0.93,0.88,4,261,4,0,0,8,3,"0"
"10400",0.66,0.54,5,203,2,0,0,8,3,"0"
"4837",0.5,0.84,3,156,4,0,0,1,2,"0"
"10529",0.83,0.6,4,170,3,0,0,7,2,"0"
"14156",0.99,0.68,5,264,10,1,0,9,3,"0"
"9487",0.96,0.66,3,155,2,0,0,8,2,"0"
"4374",0.87,0.51,4,233,3,0,0,8,2,"0"
"9215",0.94,0.78,4,211,3,0,0,9,3,"0"
"8250",0.82,0.71,5,208,2,0,0,4,2,"0"
"2311",0.87,0.58,4,212,3,0,0,8,2,"0"
"7343",0.75,0.76,3,246,3,0,0,8,3,"0"
"5152",0.57,0.56,2,159,3,0,0,10,1,"0"
"9337",0.97,0.66,4,218,3,0,0,8,1,"0"
"13186",0.37,0.86,6,260,3,0,0,10,3,"0"
"2963",0.99,0.84,5,138,2,0,0,3,3,"0"
"8428.1",0.55,0.51,3,192,3,0,0,1,3,"0"
"9271.1",0.7,0.5,3,251,2,0,0,10,3,"0"
"9823",0.92,0.66,4,133,3,0,0,9,3,"0"
"13867",0.56,0.71,5,244,3,0,0,6,2,"0"
"7816",0.98,0.69,3,274,3,0,0,2,2,"0"
"10895",0.92,0.98,3,149,3,0,0,9,3,"0"
"11654",0.65,0.82,5,265,3,0,0,3,2,"0"
"9856",0.67,0.83,3,171,3,1,0,5,3,"0"
"7713",0.6,0.86,6,272,4,0,0,10,2,"0"
"4773",0.58,0.98,3,146,3,0,0,10,3,"0"
"2945",0.65,0.98,3,283,2,1,0,10,2,"0"
